id,name,number,URL,socket,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Use Conditions,Total Cores,Total Threads,Max Turbo Frequency,Turbo Boost Max Technology 3.0 Frequency,Turbo Boost Technology 2.0 Frequency,Processor Base Frequency,Cache,Bus Speed,TDP,Configurable TDP-down Base Frequency,Configurable TDP-down,Thermal Velocity Boost Frequency,Configurable TDP-up Base Frequency,Configurable TDP-up,Deep Learning Boost ( DL Boost) on CPU,# of QPI Links,Scenario Design Power (SDP),# of Performance-cores,# of Efficient-cores,# of Low Power Efficient-cores,Performance-core Max Turbo Frequency,Efficient-core Max Turbo Frequency,Low Power Efficient-core Max Turbo Frequency,Performance-core Base Frequency,Efficient-core Base Frequency,Low Power Efficient-core Base Frequency,Processor Base Power,Maximum Turbo Power,Minimum Assured Power,AI Software Frameworks Supported by CPU,Marketing Status,Launch Date,Embedded Options Available,Use Conditions.1,Datasheet,Servicing Status,End of Servicing Updates Date,Description,Included Items,Expected Discontinuance,Product Brief,Additional Information,Functional Safety (FuSa) Documentation Available,Product Tuning (Embedded Uses),Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported,Physical Address Extensions,Maximum Memory Speed,GPU Name,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Video Max Memory,Execution Units,4K Support,Max Resolution (HDMI),Max Resolution (DP),Max Resolution (eDP - Integrated Flat Panel),DirectX* Support,OpenGL* Support,OpenCL* Support,Quick Sync Video,InTru 3D Technology,Clear Video HD Technology,Clear Video Technology,# of Displays Supported,Device ID,Graphics Output,Multi-Format Codec Engines,Flexible Display Interface ( FDI),Max Resolution (VGA),Macrovision* License Required,Xe-cores,Ray Tracing,H.264 Hardware Encode/Decode,H.265 (HEVC) Hardware Encode/Decode,AV1 Encode/Decode,VP9 Bitstream & Decoding,Deep Learning Boost ( DL Boost) on GPU,AI Software Frameworks Supported by GPU,Scalability,PCI Express Revision,PCI Express Configurations,Max # of PCI Express Lanes,Thunderbolt 4,Microprocessor PCIe Revision,Chipset / PCH PCIe Revision,PCI Support,Sockets Supported,Max CPU Configuration,Thermal Solution Specification,TJUNCTION,Package Size,Thermal Velocity Boost Temperature,TCASE,Processing Die Size,# of Processing Die Transistors,Max Operating Temperature,Minimum Operating Temperature,Gaussian & Neural Accelerator,Deep Learning Boost ( DL Boost) on CPU.1,Optane Memory Supported,Thermal Velocity Boost,Turbo Boost Max Technology 3.0,Turbo Boost Technology,Hyper-Threading Technology,64,Instruction Set,Instruction Set Extensions,Idle States,Enhanced SpeedStep Technology,Thermal Monitoring Technologies,Identity Protection Technology,Image Processing Unit,Smart Sound Technology,Wake on Voice,High Definition Audio,Adaptix Technology,Speed Shift Technology,Flex Memory Access,Volume Management Device (VMD),MIPI SoundWire*,Demand Based Switching,Smart Response Technology,Transactional Synchronization Extensions,Fast Memory Access,My WiFi Technology,4G WiMAX Wireless Technology,Virtualization Technology (VT-x),Virtualization Technology for Directed I/O (VT-d),VT-x with Extended Page Tables (EPT),ME Firmware Version,HD Audio Technology,Matrix Storage Technology,Rapid Storage Technology,Smart Connect Technology,Time Coordinated Computing ( TCC),# of AVX-512 FMA Units,Thread Director,vPro Eligibility,AES New Instructions,Secure Key,Software Guard Extensions ( SGX),OS Guard,Trusted Execution Technology,Execute Disable Bit,Boot Guard,Stable IT Platform Program (SIPP),Virtualization Technology (VT-x).1,Virtualization Technology for Directed I/O (VT-d).1,VT-x with Extended Page Tables (EPT).1,Control-Flow Enforcement Technology,Mode-based Execute Control (MBEC),Total Memory Encryption,Memory Protection Extensions ( MPX),Anti-Theft Technology,Threat Detection Technology (TDT),Active Management Technology (AMT),Standard Manageability (ISM),Remote Platform Erase (RPE),One-Click Recovery,Hardware Shield Eligibility,Total Memory Encryption - Multi Key,Virtualization Technology with Redirect Protection (VT-rp),Physical Core Count,Processor Base Frequency.1,Cache.1,Bus Speed.1,FSB Parity,TDP.1,VID Voltage Range,Scenario Design Power (SDP).1,# of USB Ports,USB Revision,Total # of SATA Ports,Integrated LAN,Integrated IDE,General Purpose IO,UART,Max # of SATA 6.0 Gb/s Ports,NPU Name,Max Frequency,Sparsity Support,Windows Studio Effects Support,AI Software Frameworks Supported by NPU,Launch Year,Launch Year Month,TDP per Core,performance_id,Memory Speed,Bandwidth,PCIe Transfer Rate,PCIe Bandwidth
E7-8880V4,Xeon Processor E7-8880 v4,number,https://ark.intel.com/content/www/us/en/ark/products/93792/intel-xeon-processor-e7-8880-v4-55m-cache-2-20-ghz.html,FCLGA2011,Xeon Processor E7 v4 Family,Products formerly Broadwell,Server,,14,,22.0,44.0,3.3,,3300000000.0,2.2,57671680,9.6,150.0,,,,,,,3.0,,,,,,,,,,,,,,,Discontinued,2016-04-01,False,,,End of Servicing Updates,"Thursday, June 30, 2022",,,,,,,,3298534883328.0,DDR4-1333/1600/1866 DDR3-1066/1333/1600,4.0,91268055040.0,True,46-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S8S,3,"x4, x8, x16",32.0,,,,,,8.0,,,"['45mm', '52.5mm']",,77,,,,,,,,,,2,True,True,64-bit,['AVX2'],True,True,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,True,,True,True,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,2016/04,6.818181818181818,80,1866.0,59.712,8.0,32.0
6130,Xeon Gold 6130 Processor,number,https://ark.intel.com/content/www/us/en/ark/products/120492/intel-xeon-gold-6130-processor-22m-cache-2-10-ghz.html,FCLGA3647,Xeon Scalable Processors,Products formerly Skylake,Server,,14,,16.0,32.0,3.7,,,2.1,22 MB L3 Cache,,125.0,,,,,,,,,,,,,,,,,,,,,,Launched,2017-07-01,True,Server/Enterprise,,ESU Notification Issued,"Sunday, December 31, 2023",,,,,,,,824633720832.0,DDR4-2666,6.0,,True,,2666000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S4S,3,,48.0,,,,,,,,,"['76.0mm', '56.5mm']",,87,,,,,,,False,,False,2,True,True,,"['SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,True,,,,,,,,True,,True,,,,True,,,,,,,,,,,,,2.0,,vPro Platform,True,,,,True,True,,,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,2017/07,7.8125,30,2666.0,127.968,8.0,48.0
E5-2690V2,Xeon Processor E5-2690 v2,number,https://ark.intel.com/content/www/us/en/ark/products/75279/intel-xeon-processor-e5-2690-v2-25m-cache-3-00-ghz.html,FCLGA2011,Xeon Processor E5 v2 Family,Products formerly Ivy Bridge EP,Server,,22,,10.0,20.0,3.6,,3600000000.0,3.0,25 MB Smart Cache,8 GT/s,130.0,,,,,,,2.0,,,,,,,,,,,,,,,Discontinued,2013-07-01,False,,,End of Servicing Lifetime,"Tuesday, June 30, 2020",,,,,,,,824633720832.0,DDR3 800/1066/1333/1600/1866,4.0,64102386892.0,True,46-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S,3,"x4, x8, x16",40.0,,,,,,2.0,,,"['52.5mm', '45mm']",,88,,,,,,,,,,2,True,True,64-bit,['AVX'],True,True,True,False,,,,,,,False,,,True,,False,,,,,,,,,,,,,,,vPro Platform,True,True,,True,True,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,2013/07,13.0,90,1866.0,59.712,8.0,40.0
6458Q,Xeon Gold 6458Q Processor,number,https://ark.intel.com/content/www/us/en/ark/products/232386/intel-xeon-gold-6458q-processor-60m-cache-3-10-ghz.html,FCLGA4677,4th Gen Xeon Scalable Processors,Products formerly Sapphire Rapids,Server,,7,,32.0,64.0,4.0,,,3.1,62914560,,350.0,,,,,,,,,,,,,,,,,,,,,,Launched,2023-01-01,False,Server/Enterprise,,Baseline Servicing,,,,,,,,,4398046511104.0,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S,5,,80.0,,,,,,,,,"['77.5mm', '56.5mm']",,66,,,,,,True,,,,2,True,True,,"['AMX', 'SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,2.0,,,True,,Yes with SPS,True,True,True,True,,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,2023/01,10.9375,58,4800.0,307.2,32.0,320.0
E5-2420,Xeon Processor E5-2420,number,https://ark.intel.com/content/www/us/en/ark/products/64617/intel-xeon-processor-e5-2420-15m-cache-1-90-ghz-7-20-gt-s-intel-qpi.html,FCLGA1356,Xeon Processor E5 Family,Products formerly Sandy Bridge EN,Server,,32,,6.0,12.0,2.4,,,1.9,15 MB Smart Cache,7.2,95.0,,,,,,,1.0,,,,,,,,,,,,,,,Discontinued,2012-04-01,False,,,End of Servicing Lifetime,"Tuesday, June 30, 2020",,,2015-04-01,,,,,412316860416.0,DDR3 800/1066/1333,3.0,34359738368.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S Only,3,,24.0,,,,,,2.0,,,"['45mm', '42.5mm']",,,,,,,,,,,,1,True,True,64-bit,['AVX'],True,True,True,False,,,,,,,False,,,True,,,,,,,,,,,,,,,,,,True,,,,True,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,2012/04,15.833333333333334,20,1333.0,31.992,8.0,24.0
E5-4627V4,Xeon Processor E5-4627 v4,number,https://ark.intel.com/content/www/us/en/ark/products/93799/intel-xeon-processor-e5-4627-v4-25m-cache-2-60-ghz.html,FCLGA2011,Xeon Processor E5 v4 Family,Products formerly Broadwell,Server,,14,,10.0,10.0,3.2,,3200000000.0,2.6,26214400,8 GT/s,135.0,,,,,,,2.0,,,,,,,,,,,,,,,Discontinued,2016-04-01,False,,,End of Servicing Updates,"Thursday, June 30, 2022",,,,,,,,1649267441664.0,DDR4,4.0,73014444032.0,True,46-bit,2400000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4S,3,"x4, x8, x16",40.0,,,,,,4.0,,,"['45mm', '52.5mm']",,82,,,,,,,,,,2,False,True,64-bit,['AVX2'],True,True,True,,,,,,,,False,,,,,True,,,,,,,,,,,,,,,,True,True,,True,True,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,2016/04,13.5,27,,68.0,8.0,40.0
8490H,Xeon Platinum 8490H Processor,number,https://ark.intel.com/content/www/us/en/ark/products/231747/intel-xeon-platinum-8490h-processor-112-5m-cache-1-90-ghz.html,FCLGA4677,4th Gen Xeon Scalable Processors,Products formerly Sapphire Rapids,Server,,7,,60.0,120.0,3.5,,,1.9,117964800.0,,350.0,,,,,,,,,,,,,,,,,,,,,,Launched,2023-01-01,,Server/Enterprise,,Baseline Servicing,,,,,,,,,4398046511104.0,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S8S,5,,80.0,,,,,,,,,"['77.5mm', '56.5mm']",,79,,,,,,True,,,,2,True,True,,"['AMX', 'SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,2.0,,,True,,Yes with SPS,True,True,True,True,,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,2023/01,5.833333333333333,90,4800.0,307.2,32.0,320.0
9282,Xeon Platinum 9282 Processor,number,https://ark.intel.com/content/www/us/en/ark/products/194146/intel-xeon-platinum-9282-processor-77m-cache-2-60-ghz.html,socket,2nd Gen Xeon Scalable Processors,Products formerly Cascade Lake,Server,,14,,56.0,112.0,3.8,,3800000000.0,2.6,77 MB Smart Cache,,400.0,,,,,,,,,,,,,,,,,,,,,,Discontinued,2019-04-01,False,,,Baseline Servicing,,,,,,,,,,DDR4-2933,12.0,,,,2933000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,40.0,,,,,,2.0,,,,,,,,,,,,,,,2,True,True,,['AVX-512'],,,,,,,,,,True,,True,,,,True,,,,,,,,,,,,,2.0,,,,,,,True,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2019/04,7.142857142857143,82,2933.0,281.568,8.0,40.0
E5-2643V3,Xeon Processor E5-2643 v3,number,https://ark.intel.com/content/www/us/en/ark/products/81900/intel-xeon-processor-e5-2643-v3-20m-cache-3-40-ghz.html,FCLGA2011,Xeon Processor E5 v3 Family,Products formerly Haswell,Server,,22,,6.0,12.0,3.7,,3700000000.0,3.4,20 MB Smart Cache,9.6,135.0,,,,,,,2.0,,,,,,,,,,,,,,,Discontinued,2014-07-01,False,,,End of Servicing Updates,"Friday, December 31, 2021",,,,,,,,824633720832.0,DDR4 1600/1866/2133,4.0,73014444032.0,True,46-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S,3,"x4, x8, x16",40.0,,,,,,2.0,,,"['52.5mm', '45mm']",,77.3,,,,,,,,,,2,True,True,64-bit,['AVX2'],True,True,True,False,,,,,,,False,,,True,,False,,,,,,,,,,,,,,,vPro Platform,True,True,,True,True,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2014/07,22.5,43,2133.0,68.256,8.0,40.0
E5-1428L,Xeon Processor E5-1428L,number,https://ark.intel.com/content/www/us/en/ark/products/66662/intel-xeon-processor-e5-1428l-15m-cache-1-8-ghz.html,FCLGA1356,Xeon Processor E5 Family,Products formerly Sandy Bridge EN,Server,,32,,6.0,12.0,,,,1.8,15 MB L3 Cache,0 GT/s,60.0,,,,,,,1.0,,,,,,,,,,,,,,,Discontinued,2012-04-01,False,,,End of Servicing Lifetime,"Tuesday, June 30, 2020",,,2015-04-01,,,,,,DDR3 800/1066/1333,3.0,34359738368.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1S Only,3,,24.0,,,,,,1.0,,,"['45mm', '42.5mm']",,,,,,,,,,,,False,True,True,64-bit,['AVX'],True,True,True,False,,,,,,,False,,,True,,,,,,,,,,,,,,,,,,True,,,,True,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,2012/04,10.0,28,1333.0,31.992,8.0,24.0
5215,Xeon Gold 5215 Processor,number,https://ark.intel.com/content/www/us/en/ark/products/193391/intel-xeon-gold-5215-processor-13-75m-cache-2-50-ghz.html,FCLGA3647,2nd Gen Xeon Scalable Processors,Products formerly Cascade Lake,Server,,14,,10.0,20.0,3.4,,,2.5,14417920.0,,85.0,,,,,,,,,,,,,,,,,,,,,,Launched,2019-04-01,True,Server/Enterprise,,Baseline Servicing,,,,,,,,,1099511627776.0,DDR4-2667,6.0,,True,,2667000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4S,3,,48.0,,,,,,,,,"['76.0mm', '56.5mm']",,77,,,,,,True,,,False,2,True,True,,"['SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,True,,,,,,,,True,,True,,,,True,,,,,,,,,,,,,1.0,,vPro Platform,True,,,,True,True,,,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2019/04,8.5,15,2667.0,128.016,8.0,48.0
8353H,Xeon Platinum 8353H Processor,number,https://ark.intel.com/content/www/us/en/ark/products/204092/intel-xeon-platinum-8353h-processor-24-75m-cache-2-50-ghz.html,FCLGA4189,3rd Gen Xeon Scalable Processors,Products formerly Cooper Lake,Server,,14,,18.0,36.0,3.8,,,2.5,25952256.0,,150.0,,,,,,,,,,,,,,,,,,,,,,Launched,2020-04-01,False,,,Baseline Servicing,,,,,,,,,1231453023109.0,DDR4 RDIMM,6.0,,True,,3200000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S8S,3,,48.0,,,,,,,,,['77.5x56.5mm'],,,,,,,,True,True,,,,True,True,,"['SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,True,,,,,,,,True,,True,,,,True,,,,,,,,,,,,,2.0,,,True,,,,,True,,,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2020/04,8.333333333333334,53,3200.0,153.6,8.0,48.0
8352M,Xeon Platinum 8352M Processor,number,https://ark.intel.com/content/www/us/en/ark/products/217215/intel-xeon-platinum-8352m-processor-48m-cache-2-30-ghz.html,FCLGA4189,3rd Gen Xeon Scalable Processors,Products formerly Ice Lake,Server,,10,,32.0,64.0,3.5,,,2.3,50331648,,185.0,,,,,,,,,,,,,,,,,,,,,,Launched,2021-04-01,False,,,Baseline Servicing,,,,,,,,,6597069766656.0,DDR4-3200,8.0,,True,,3200000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S,4,,64.0,,,,,,,,,"['77.5mm', '56.5mm']",,77,,,,,,True,,,,2,True,True,,"['SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,,,,,,,,,True,,True,,,,True,,,,,,,,,,,,,2.0,,,True,,Yes with SPS,,True,True,,,True,True,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2021/04,5.78125,52,3200.0,204.8,16.0,128.0
4114,Xeon Silver 4114 Processor,number,https://ark.intel.com/content/www/us/en/ark/products/123550/intel-xeon-silver-4114-processor-13-75m-cache-2-20-ghz.html,FCLGA3647,Xeon Scalable Processors,Products formerly Skylake,Server,,14,,10.0,20.0,3.0,,,2.2,13.75 MB L3 Cache,,85.0,,,,,,,,,,,,,,,,,,,,,,Discontinued,2017-07-01,False,,,ESU Notification Issued,"Sunday, December 31, 2023",,,,,,,,824633720832.0,DDR4-2400,6.0,,True,,2400000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S,3,,48.0,,,,,,,,,"['76.0mm', '56.5mm']",,78,,,,,,,False,,False,2,True,True,,"['SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,True,,,,,,,,True,,True,,,,True,,,,,,,,,,,,,1.0,,vPro Platform,True,,,,True,True,,,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,2017/07,8.5,14,2400.0,115.2,8.0,48.0
8260L,Xeon Platinum 8260L Processor,number,https://ark.intel.com/content/www/us/en/ark/products/192476/intel-xeon-platinum-8260l-processor-35-75m-cache-2-40-ghz.html,FCLGA3647,2nd Gen Xeon Scalable Processors,Products formerly Cascade Lake,Server,,14,,24.0,48.0,3.9,,,2.4,37486592.0,,165.0,,,,,,,,,,,,,,,,,,,,,,Launched,2019-04-01,False,,,Baseline Servicing,,,,,,,,,4947802324992.0,DDR4-2933,6.0,,True,,2933000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S8S,3,,48.0,,,,,,,,,"['76.0mm', '56.5mm']",,90,,,,,,True,,,False,2,True,True,,"['SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,True,,,,,,,,True,,True,,,,True,,,,,,,,,,,,,2.0,,vPro Platform,True,,,,True,True,,,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2019/04,6.875,60,2933.0,140.784,8.0,48.0
E5-2650LV3,Xeon Processor E5-2650L v3,number,https://ark.intel.com/content/www/us/en/ark/products/81903/intel-xeon-processor-e5-2650l-v3-30m-cache-1-80-ghz.html,FCLGA2011,Xeon Processor E5 v3 Family,Products formerly Haswell,Server,,22,,12.0,24.0,2.5,,2500000000.0,1.8,30 MB Smart Cache,9.6,65.0,,,,,,,2.0,,,,,,,,,,,,,,,Discontinued,2014-07-01,False,,,End of Servicing Updates,"Friday, December 31, 2021",,,,,,,,824633720832.0,DDR4 1600/1866/2133,4.0,73014444032.0,True,46-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S,3,"x4, x8, x16",40.0,,,,,,2.0,,,"['52.5mm', '45mm']",,63.6,,,,,,,,,,2,True,True,64-bit,['AVX2'],True,True,True,False,,,,,,,False,,,True,,False,,,,,,,,,,,,,,,vPro Platform,True,True,,True,True,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2014/07,5.416666666666667,50,2133.0,68.256,8.0,40.0
E7-4860,Xeon Processor E7-4860,number,https://ark.intel.com/content/www/us/en/ark/products/53571/intel-xeon-processor-e7-4860-24m-cache-2-26-ghz-6-40-gt-s-intel-qpi.html,LGA1567,Xeon Processor E7 Family,Products formerly Westmere EX,Server,,32,,10.0,20.0,2.67,,,2.26,24 MB Smart Cache,6.4,130.0,,,,,,,,,,,,,,,,,,,,,,Discontinued,2011-04-01,False,,,End of Servicing Lifetime,,,,2015-07-01,,,,,2199023255552.0,DDR3 800/978/1066/1333 (Max Speed 1066 MHz),4.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S4S,,,,,,,,,4.0,,,"['49.17mm', '56.47mm']",,69,,,,,,,,,,1,True,True,64-bit,"['SSE4.1', 'SSE4.2']",,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,2011/04,13.0,60,1066.0,34.112,,
E5-2698V3,Xeon Processor E5-2698 v3,number,https://ark.intel.com/content/www/us/en/ark/products/81060/intel-xeon-processor-e5-2698-v3-40m-cache-2-30-ghz.html,FCLGA2011,Xeon Processor E5 v3 Family,Products formerly Haswell,Server,,22,,16.0,32.0,3.6,,3600000000.0,2.3,40 MB Smart Cache,9.6,135.0,,,,,,,2.0,,,,,,,,,,,,,,,Discontinued,2014-07-01,False,,,End of Servicing Updates,"Friday, December 31, 2021",,,,,,,,824633720832.0,DDR4 1600/1866/2133,4.0,73014444032.0,True,46-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S,3,x4 x8 x16,40.0,,,,,,2.0,,,"['52.5mm', '51mm']",,87.9,,,,,,,,,,2,True,True,64-bit,['AVX2'],True,True,True,False,,,,,,,False,,,True,,False,,,,,,,,,,,,,,,vPro Platform,True,True,,True,True,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2014/07,8.4375,98,2133.0,68.256,8.0,40.0
6421N,Xeon Gold 6421N Processor,number,https://ark.intel.com/content/www/us/en/ark/products/232395/intel-xeon-gold-6421n-processor-60m-cache-1-80-ghz.html,FCLGA4677,4th Gen Xeon Scalable Processors,Products formerly Sapphire Rapids,Server,,7,,32.0,64.0,3.6,,,1.8,62914560,,185.0,,,,,,,,,,,,,,,,,,,,,,Launched,2023-01-01,True,Server/Enterprise,,Baseline Servicing,,,,,,,,,4398046511104.0,Up to DDR5 4400 MT/s 1DPC and 2DPC,8.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1S Only,5,,80.0,,,,,,,,,"['77.5mm', '56.5mm']",,85,,,,,,True,,,,2,True,True,,"['AMX', 'SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,2.0,,,True,,Yes with SPS,True,True,True,True,,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,2023/01,5.78125,21,4400.0,281.6,32.0,320.0
6240Y,Xeon Gold 6240Y Processor,number,https://ark.intel.com/content/www/us/en/ark/products/192448/intel-xeon-gold-6240y-processor-24-75m-cache-2-60-ghz.html,FCLGA3647,2nd Gen Xeon Scalable Processors,Products formerly Cascade Lake,Server,,14,,18.0,36.0,3.9,,,2.6,25952256.0,,150.0,,,,,,,,,,,,,,,,,,,,,,Launched,2019-04-01,False,,,Baseline Servicing,,,,,,,,,1099511627776.0,DDR4-2933,6.0,,True,,2933000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4S,3,,48.0,,,,,,,,,"['76.0mm', '56.5mm']",,74,,,,,,True,,,False,2,True,True,,"['SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,True,,,,,,,,True,,True,,,,True,,,,,,,,,,,,,2.0,,vPro Platform,True,,,,True,True,,,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2019/04,8.333333333333334,40,2933.0,140.784,8.0,48.0
5218T,Xeon Gold 5218T Processor,number,https://ark.intel.com/content/www/us/en/ark/products/193953/intel-xeon-gold-5218t-processor-22m-cache-2-10-ghz.html,FCLGA3647,2nd Gen Xeon Scalable Processors,Products formerly Cascade Lake,Server,,14,,16.0,32.0,3.8,,,2.1,23068672,,105.0,,,,,,,,,,,,,,,,,,,,,,Launched,2019-04-01,True,Communications Commercial Temp,,Baseline Servicing,,,,,,,,,1099511627776.0,DDR4-2667,6.0,,True,,2667000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4S,3,,48.0,,,,,,,,,"['76.0mm', '56.5mm']",,93,,,,,,True,,,False,2,True,True,,"['SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,True,,,,,,,,True,,True,,,,True,,,,,,,,,,,,,1.0,,vPro Platform,True,,,,True,True,,,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2019/04,6.5625,18,2667.0,128.016,8.0,48.0
8460Y+,Xeon Platinum 8460Y+ Processor,number,https://ark.intel.com/content/www/us/en/ark/products/231736/intel-xeon-platinum-8460y-processor-105m-cache-2-00-ghz.html,FCLGA4677,4th Gen Xeon Scalable Processors,Products formerly Sapphire Rapids,Server,,7,,40.0,80.0,3.7,,,2.0,110100480,,300.0,,,,,,,,,,,,,,,,,,,,,,Launched,2023-01-01,,Server/Enterprise,,Baseline Servicing,,,,,,,,,4398046511104.0,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S,5,,80.0,,,,,,,,,"['77.5mm', '56.5mm']",,76,,,,,,True,,,,2,True,True,,"['AMX', 'SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,2.0,,,True,,Yes with SPS,True,True,True,True,,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,2023/01,7.5,60,4800.0,307.2,32.0,320.0
8480+,Xeon Platinum 8480+ Processor,number,https://ark.intel.com/content/www/us/en/ark/products/231746/intel-xeon-platinum-8480-processor-105m-cache-2-00-ghz.html,FCLGA4677,4th Gen Xeon Scalable Processors,Products formerly Sapphire Rapids,Server,,7,,56.0,112.0,3.8,,,2.0,110100480,,350.0,,,,,,,,,,,,,,,,,,,,,,Launched,2023-01-01,,Server/Enterprise,,Baseline Servicing,,,,,,,,,4398046511104.0,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S,5,,80.0,,,,,,,,,"['77.5mm', '56.5mm']",,79,,,,,,True,,,,2,True,True,,"['AMX', 'SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,2.0,,,True,,Yes with SPS,True,True,True,True,,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,2023/01,6.25,80,4800.0,307.2,32.0,320.0
